GRID Exact Cut ID,Easting,Northing
728,525500,186500
729,527500,186500
730,529500,186500
731,529500,186500
732,531500,186500
733,531500,186500
734,531500,186500
735,533500,186500
736,535500,186500
737,535500,186500
738,537500,186500
739,537500,186500
740,539500,186500
741,539500,186500
742,541500,186500
743,541500,186500
744,543500,186500
745,543500,186500
746,545500,186500
747,547500,186500
748,547500,186500
749,549500,186500
750,549500,186500
751,551500,186500
752,551500,186500
753,553500,186500
754,561500,186500
755,561500,186500
756,503500,185500
757,505500,185500
758,505500,185500
759,507500,185500
760,555500,185500
761,557500,185500
762,559500,185500
763,509500,184500
764,511500,184500
765,511500,184500
766,513500,184500
767,515500,184500
768,517500,184500
769,517500,184500
770,519500,184500
771,521500,184500
772,523500,184500
773,525500,184500
774,525500,184500
775,527500,184500
776,529500,184500
777,529500,184500
778,531500,184500
779,533500,184500
780,533500,184500
781,535500,184500
782,537500,184500
783,537500,184500
784,537500,184500
785,539500,184500
786,541500,184500
787,543500,184500
788,543500,184500
789,543500,184500
790,545500,184500
791,547500,184500
792,549500,184500
793,551500,184500
794,551500,184500
795,553500,184500
796,503500,183500
797,505500,183500
798,507500,183500
799,555500,183500
800,555500,183500
801,557500,183500
802,557500,183500
803,509500,182500
804,511500,182500
805,511500,182500
806,513500,182500
807,515500,182500
808,517500,182500
809,517500,182500
810,519500,182500
811,519500,182500
812,521500,182500
813,521500,182500
814,521500,182500
815,523500,182500
816,523500,182500
817,523500,182500
818,523500,182500
819,525500,182500
820,525500,182500
821,527500,182500
822,535500,182500
823,537500,182500
824,539500,182500
825,541500,182500
826,543500,182500
827,545500,182500
828,545500,182500
829,547500,182500
830,549500,182500
831,549500,182500
832,551500,182500
833,553500,182500
834,504500,181500
835,504500,181500
836,506500,181500
837,555500,181500
838,555500,181500
839,557500,181500
840,508500,180500
841,510500,180500
842,512500,180500
843,512500,180500
844,514500,180500
845,516500,180500
846,518500,180500
847,520500,180500
848,522500,180500
849,524500,180500
850,526500,180500
851,526500,180500
852,534500,180500
853,534500,180500
854,536500,180500
855,536500,180500
856,538500,180500
857,538500,180500
858,540500,180500
859,542500,180500
860,544500,180500
861,544500,180500
862,546500,180500
863,548500,180500
864,550500,180500
865,550500,180500
866,552500,180500
867,504500,179500
868,504500,179500
869,506500,179500
870,554500,179500
871,554500,179500
872,556500,179500
873,508500,178500
874,510500,178500
875,510500,178500
876,510500,178500
877,512500,178500
878,512500,178500
879,514500,178500
880,514500,178500
881,516500,178500
882,516500,178500
883,518500,178500
884,518500,178500
885,520500,178500
886,520500,178500
887,522500,178500
888,522500,178500
889,522500,178500
890,524500,178500
891,524500,178500
892,526500,178500
893,528500,178500
894,528500,178500
895,534500,178500
896,536500,178500
897,536500,178500
898,536500,178500
899,538500,178500
900,538500,178500
901,540500,178500
902,542500,178500
903,544500,178500
904,546500,178500
905,548500,178500
906,550500,178500
907,552500,178500
908,552500,178500
909,503500,177500
910,505500,177500
911,554500,177500
912,554500,177500
913,507500,176500
914,509500,176500
915,511500,176500
916,513500,176500
917,515500,176500
918,517500,176500
919,517500,176500
920,519500,176500
921,519500,176500
922,521500,176500
923,521500,176500
924,523500,176500
925,523500,176500
926,523500,176500
927,525500,176500
928,527500,176500
929,529500,176500
930,529500,176500
931,531500,176500
932,533500,176500
933,535500,176500
934,535500,176500
935,537500,176500
936,537500,176500
937,539500,176500
938,539500,176500
939,541500,176500
940,543500,176500
941,545500,176500
942,545500,176500
943,547500,176500
944,549500,176500
945,551500,176500
946,503500,175500
947,503500,175500
948,505500,175500
949,553500,175500
950,553500,175500
951,507500,174500
952,507500,174500
953,507500,174500
954,509500,174500
955,509500,174500
956,511500,174500
957,513500,174500
958,513500,174500
959,515500,174500
960,515500,174500
961,517500,174500
962,519500,174500
963,521500,174500
964,521500,174500
965,523500,174500
966,525500,174500
967,527500,174500
968,529500,174500
969,529500,174500
970,531500,174500
971,533500,174500
972,535500,174500
973,535500,174500
974,537500,174500
975,539500,174500
976,539500,174500
977,541500,174500
978,543500,174500
979,545500,174500
980,545500,174500
981,547500,174500
982,549500,174500
983,551500,174500
984,551500,174500
985,503500,173500
986,505500,173500
987,553500,173500
988,507500,172500
989,507500,172500
990,509500,172500
991,511500,172500
992,513500,172500
993,513500,172500
994,515500,172500
995,517500,172500
996,519500,172500
997,521500,172500
998,521500,172500
999,521500,172500
1000,523500,172500
1001,523500,172500
1002,525500,172500
1003,525500,172500
1004,527500,172500
1005,529500,172500
1006,529500,172500
1007,531500,172500
1008,533500,172500
1009,535500,172500
1010,537500,172500
1011,539500,172500
1012,541500,172500
1013,541500,172500
1014,543500,172500
1015,545500,172500
1016,545500,172500
1017,547500,172500
1018,549500,172500
1019,549500,172500
1020,551500,172500
1021,553500,171500
1022,507500,170500
1023,509500,170500
1024,511500,170500
1025,511500,170500
1026,511500,170500
1027,513500,170500
1028,515500,170500
1029,517500,170500
1030,517500,170500
1031,519500,170500
1032,519500,170500
1033,521500,170500
1034,521500,170500
1035,523500,170500
1036,525500,170500
1037,527500,170500
1038,527500,170500
1039,529500,170500
1040,529500,170500
1041,529500,170500
1042,531500,170500
1043,531500,170500
1044,533500,170500
1045,533500,170500
1046,533500,170500
1047,533500,170500
1048,535500,170500
1049,537500,170500
1050,537500,170500
1051,539500,170500
1052,539500,170500
1053,541500,170500
1054,543500,170500
1055,545500,170500
1056,545500,170500
1057,547500,170500
1058,547500,170500
1059,549500,170500
1060,549500,170500
1061,549500,170500
1062,551500,170500
1063,553500,169500
1064,511500,168500
1065,513500,168500
1066,513500,168500
1067,515500,168500
1068,515500,168500
1069,517500,168500
1070,517500,168500
1071,519500,168500
1072,521500,168500
1073,523500,168500
1074,525500,168500
1075,527500,168500
1076,529500,168500
1077,531500,168500
1078,533500,168500
1079,535500,168500
1080,535500,168500
1081,537500,168500
1082,539500,168500
1083,541500,168500
1084,543500,168500
1085,545500,168500
1086,547500,168500
1087,549500,168500
1088,549500,168500
1089,516500,166500
1090,518500,166500
1091,520500,166500
1092,522500,166500
1093,522500,166500
1094,522500,166500
1095,522500,166500
1096,524500,166500
1097,524500,166500
1098,526500,166500
1099,526500,166500
1100,528500,166500
1101,530500,166500
1102,530500,166500
1103,532500,166500
1104,534500,166500
1105,536500,166500
1106,536500,166500
1107,538500,166500
1108,540500,166500
1109,542500,166500
1110,544500,166500
1111,546500,166500
1112,548500,166500
1113,550500,166500
1114,516500,164500
1115,518500,164500
1116,520500,164500
1117,520500,164500
1118,522500,164500
1119,522500,164500
1120,524500,164500
1121,526500,164500
1122,528500,164500
1123,530500,164500
1124,530500,164500
1125,532500,164500
1126,534500,164500
1127,536500,164500
1128,538500,164500
1129,538500,164500
1130,540500,164500
1131,542500,164500
1132,544500,164500
1133,546500,164500
1134,548500,164500
1135,550500,164500
1136,516500,162500
1137,516500,162500
1138,518500,162500
1139,518500,162500
1140,520500,162500
1141,522500,162500
1142,524500,162500
1143,524500,162500
1144,526500,162500
1145,528500,162500
1146,530500,162500
1147,530500,162500
1148,532500,162500
1149,534500,162500
1150,536500,162500
1151,538500,162500
1152,540500,162500
1153,542500,162500
1154,544500,162500
1155,546500,162500
1156,548500,162500
1157,548500,162500
1158,550500,162500
1159,516500,160500
1160,516500,160500
1161,518500,160500
1162,518500,160500
1163,520500,160500
1164,522500,160500
1165,524500,160500
1166,524500,160500
1167,526500,160500
1168,528500,160500
1169,528500,160500
1170,530500,160500
1171,532500,160500
1172,534500,160500
1173,536500,160500
1174,536500,160500
1175,538500,160500
1176,538500,160500
1177,540500,160500
1178,542500,160500
1179,544500,160500
1180,546500,160500
1181,546500,160500
1182,548500,160500
1183,550500,160500
1184,528500,158500
1185,528500,158500
1186,530500,158500
1187,532500,158500
1188,534500,158500
1189,536500,158500
1190,538500,158500
1191,540500,158500
1192,540500,158500
1193,542500,158500
1194,542500,158500
1195,544500,158500
1196,546500,158500
1197,548500,158500
1198,550500,158500
1199,528500,156500
1200,530500,156500
1201,530500,156500
1202,532500,156500
1203,532500,156500
1204,534500,156500
1205,536500,156500
1206,538500,156500
1207,540500,156500
1208,540500,156500
1209,542500,156500
1210,542500,156500
1211,544500,156500
1212,544500,156500
1213,546500,156500
1214,548500,156500
1215,550500,156500
1216,526500,200500
1217,528500,200500
1218,528500,200500
1219,530500,200500
1220,530500,200500
1221,532500,200500
1222,532500,200500
1223,534500,200500
1224,534500,200500
1225,536500,200500
1226,536500,200500
1227,518500,198500
1228,520500,198500
1229,522500,198500
1230,524500,198500
1231,524500,198500
1232,526500,198500
1233,526500,198500
1234,528500,198500
1235,530500,198500
1236,532500,198500
1237,534500,198500
1238,536500,198500
1239,518500,196500
1240,520500,196500
1241,522500,196500
1242,522500,196500
1243,524500,196500
1244,526500,196500
1245,528500,196500
1246,528500,196500
1247,530500,196500
1248,532500,196500
1249,534500,196500
1250,536500,196500
1251,538500,196500
1252,540500,196500
1253,511500,194500
1254,513500,194500
1255,515500,194500
1256,515500,194500
1257,517500,194500
1258,517500,194500
1259,517500,194500
1260,519500,194500
1261,519500,194500
1262,521500,194500
1263,523500,194500
1264,525500,194500
1265,527500,194500
1266,529500,194500
1267,529500,194500
1268,531500,194500
1269,533500,194500
1270,535500,194500
1271,537500,194500
1272,537500,194500
1273,539500,194500
1274,539500,194500
1275,541500,194500
1276,543500,194500
1277,545500,194500
1278,547500,194500
1279,549500,194500
1280,551500,194500
1281,551500,194500
1282,553500,194500
1283,553500,194500
1284,555500,194500
1285,555500,194500
1286,504500,193500
1287,504500,193500
1288,506500,193500
1289,508500,193500
1290,510500,192500
1291,512500,192500
1292,512500,192500
1293,514500,192500
1294,516500,192500
1295,518500,192500
1296,518500,192500
1297,520500,192500
1298,522500,192500
1299,524500,192500
1300,526500,192500
1301,528500,192500
1302,528500,192500
1303,530500,192500
1304,532500,192500
1305,534500,192500
1306,536500,192500
1307,536500,192500
1308,538500,192500
1309,540500,192500
1310,540500,192500
1311,542500,192500
1312,542500,192500
1313,544500,192500
1314,544500,192500
1315,546500,192500
1316,546500,192500
1317,548500,192500
1318,548500,192500
1319,550500,192500
1320,552500,192500
1321,554500,192500
1322,556500,192500
1323,556500,192500
1324,504500,191500
1325,504500,191500
1326,506500,191500
1327,506500,191500
1328,508500,191500
1329,510500,190500
1330,510500,190500
1331,512500,190500
1332,514500,190500
1333,516500,190500
1334,518500,190500
1335,520500,190500
1336,520500,190500
1337,520500,190500
1338,522500,190500
1339,524500,190500
1340,526500,190500
1341,528500,190500
1342,528500,190500
1343,530500,190500
1344,532500,190500
1345,534500,190500
1346,536500,190500
1347,538500,190500
1348,540500,190500
1349,542500,190500
1350,544500,190500
1351,546500,190500
1352,548500,190500
1353,548500,190500
1354,548500,190500
1355,550500,190500
1356,552500,190500
1357,554500,190500
1358,556500,190500
1359,504500,189500
1360,504500,189500
1361,506500,189500
1362,508500,189500
1363,558500,189500
1364,558500,189500
1365,560500,189500
1366,510500,188500
1367,512500,188500
1368,514500,188500
1369,516500,188500
1370,516500,188500
1371,518500,188500
1372,518500,188500
1373,520500,188500
1374,522500,188500
1375,524500,188500
1376,526500,188500
1377,526500,188500
1378,528500,188500
1379,530500,188500
1380,532500,188500
1381,532500,188500
1382,534500,188500
1383,534500,188500
1384,534500,188500
1385,536500,188500
1386,538500,188500
1387,540500,188500
1388,542500,188500
1389,544500,188500
1390,546500,188500
1391,548500,188500
1392,548500,188500
1393,550500,188500
1394,552500,188500
1395,554500,188500
1396,556500,188500
1397,504500,187500
1398,504500,187500
1399,506500,187500
1400,508500,187500
1401,558500,187500
1402,558500,187500
1403,560500,187500
1404,560500,187500
1405,510500,186500
1406,512500,186500
1407,512500,186500
1408,514500,186500
1409,516500,186500
1410,516500,186500
1411,518500,186500
1412,520500,186500
1413,522500,186500
1414,522500,186500
1415,524500,186500
1416,526500,186500
1417,528500,186500
1418,528500,186500
1419,530500,186500
1420,532500,186500
1421,532500,186500
1422,534500,186500
1423,536500,186500
1424,536500,186500
1425,538500,186500
1426,540500,186500
1427,540500,186500
1428,540500,186500
1429,542500,186500
1430,542500,186500
1431,544500,186500
1432,546500,186500
1433,546500,186500
1434,548500,186500
1435,550500,186500
1436,550500,186500
1437,552500,186500
1438,554500,186500
1439,556500,186500
1440,504500,185500
1441,506500,185500
1442,508500,185500
1443,558500,185500
1444,560500,185500
1445,510500,184500
1446,512500,184500
1447,512500,184500
1448,514500,184500
1449,516500,184500
1450,516500,184500
1451,518500,184500
1452,520500,184500
1453,522500,184500
1454,524500,184500
1455,524500,184500
1456,526500,184500
1457,528500,184500
1458,530500,184500
1459,530500,184500
1460,532500,184500
1461,532500,184500
1462,534500,184500
1463,536500,184500
1464,536500,184500
1465,538500,184500
1466,540500,184500
1467,542500,184500
1468,544500,184500
1469,544500,184500
1470,546500,184500
1471,548500,184500
1472,550500,184500
1473,550500,184500
1474,552500,184500
1475,554500,184500
1476,556500,184500
1477,504500,183500
1478,504500,183500
1479,506500,183500
1480,508500,183500
1481,558500,183500
1482,510500,182500
1483,510500,182500
1484,512500,182500
1485,512500,182500
1486,514500,182500
1487,516500,182500
1488,518500,182500
1489,518500,182500
1490,520500,182500
1491,520500,182500
1492,522500,182500
1493,522500,182500
1494,522500,182500
1495,524500,182500
1496,524500,182500
1497,524500,182500
1498,526500,182500
1499,534500,182500
1500,536500,182500
1501,538500,182500
1502,538500,182500
1503,540500,182500
1504,542500,182500
1505,544500,182500
1506,544500,182500
1507,546500,182500
1508,548500,182500
1509,550500,182500
1510,550500,182500
1511,552500,182500
1512,554500,182500
1513,556500,182500
1514,556500,182500
1515,505500,181500
1516,507500,181500
1517,509500,180500
1518,511500,180500
1519,511500,180500
1520,513500,180500
1521,515500,180500
1522,517500,180500
1523,519500,180500
1524,521500,180500
1525,521500,180500
1526,523500,180500
1527,523500,180500
1528,525500,180500
1529,525500,180500
1530,535500,180500
1531,535500,180500
1532,537500,180500
1533,539500,180500
1534,539500,180500
1535,539500,180500
1536,541500,180500
1537,543500,180500
1538,545500,180500
1539,547500,180500
1540,547500,180500
1541,549500,180500
1542,551500,180500
1543,551500,180500
1544,553500,180500
1545,555500,180500
1546,555500,180500
1547,557500,180500
1548,505500,179500
1549,505500,179500
1550,507500,179500
1551,509500,178500
1552,511500,178500
1553,511500,178500
1554,513500,178500
1555,513500,178500
1556,515500,178500
1557,515500,178500
1558,517500,178500
1559,517500,178500
1560,519500,178500
1561,519500,178500
1562,521500,178500
1563,521500,178500
1564,521500,178500
1565,523500,178500
1566,523500,178500
1567,525500,178500
1568,525500,178500
1569,527500,178500
1570,529500,178500
1571,533500,178500
1572,535500,178500
1573,535500,178500
1574,537500,178500
1575,537500,178500
1576,537500,178500
1577,539500,178500
1578,541500,178500
1579,543500,178500
1580,545500,178500
1581,547500,178500
1582,547500,178500
1583,549500,178500
1584,551500,178500
1585,551500,178500
1586,553500,178500
1587,553500,178500
1588,553500,178500
1589,555500,178500
1590,557500,178500
1591,504500,177500
1592,504500,177500
1593,506500,177500
1594,508500,176500
1595,510500,176500
1596,510500,176500
1597,512500,176500
1598,514500,176500
1599,516500,176500
1600,516500,176500
1601,518500,176500
1602,520500,176500
1603,520500,176500
1604,522500,176500
1605,522500,176500
1606,524500,176500
1607,526500,176500
1608,526500,176500
1609,526500,176500
1610,528500,176500
1611,528500,176500
1612,530500,176500
1613,532500,176500
1614,532500,176500
1615,534500,176500
1616,536500,176500
1617,538500,176500
1618,538500,176500
1619,540500,176500
1620,540500,176500
1621,542500,176500
1622,544500,176500
1623,544500,176500
1624,546500,176500
1625,548500,176500
1626,550500,176500
1627,552500,176500
1628,554500,176500
1629,504500,175500
1630,504500,175500
1631,506500,175500
1632,508500,174500
1633,508500,174500
1634,510500,174500
1635,512500,174500
1636,512500,174500
1637,514500,174500
1638,514500,174500
1639,516500,174500
1640,516500,174500
1641,518500,174500
1642,520500,174500
1643,522500,174500
1644,524500,174500
1645,526500,174500
1646,528500,174500
1647,528500,174500
1648,530500,174500
1649,532500,174500
1650,532500,174500
1651,534500,174500
1652,534500,174500
1653,536500,174500
1654,536500,174500
1655,538500,174500
1656,540500,174500
1657,540500,174500
1658,542500,174500
1659,544500,174500
